date,location,morning,afternoon,evening,alcohol?,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,notes
28/4/20,"PL, Krk",5,6,6,a bit,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H Q-n,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-i,WI-i,Ch_Fam_1,Ch_Fam_2,Ch_Fam_3,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch-e_Fr_1,Ch-e_Fr_1,WL-i,Q-g,Q,H,ExI,ExI,ExI,ExI,ExI,H,H,C-b,C-b,C-b,ExL,ExL,H,C-b,C-b,C-b,C-b,C-b,C-b,
29/4/20,"PL, Krk",4,5,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Q-n,WI-u,WI-u,WL-u,WL-u,WL-u,Ch_Fam_1,WL-u,WL-u,WL-u,WL-u,WL-u,WL-u,WL-u,WL-u,H WL-i,H,WL-u_Fam_1,WL-u_Fam_1,Ch_Fam_3,H C-b,WI-u,WI-u,WI-u,H,Q-bl,T C-b_Fam_2,T C-b_Fam_2,H,WI-u,WI-u,Ch_Fam_2,WI-u,WL-o,WI-u,WL-o,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-g,Q-g,Q-g,Q-g,Ch_Fam_2,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
30/4/20,"PL, Pos",4,4,4,no,C-b,C-b,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,H_Fam_1,WI-u,WI-u,WL-a,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,H Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-ch,WI-u,WI-u,WI-u,WI-u,WI-u,Q WI-i,H,WI-u,WI-u,WI-u,WI-u,Q-g C-b,Q-g C-b,Q-g,Q-g,Q-g,Q-g,H,C-b,C-b,C-b,H,Ch_Fam_1,WI-i,Ch-e_Fr_1,Ch-e_Fr_1,C-b,C-b,C-b,C-b,
1/5/20,"PL, Pos",4,4,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1,WL-u,WL-u,WL-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,C-b,C-b,C-b,Ch_Fam_2,Ch_Fam_2,C-b,C-b,WI-i,WI-i,WI-i,H,C-b,C-b,C-b,C-b,
2/5/20,"PL, Pos",4,4,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WL-o-e_Fr_5,WL-o-e_Fr_5,WL-o-e_Fr_5,WL-o-e_Fr_5,WL-o-e_Fr_5,WL-o,WL-o,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,C-b,C-b,Ch_Fam_2,C-b,C-b,C-b,WI-i,H,C-b,C-b,C-b,C-b,C-b,
3/5/20,"PL, Pos",4,4,4,no,C-b,Ch-e_Fr_2,Ch-e_Fr_2,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,H,Ch_Fam_1,WI-u,WI-u,WI-u,WL-o-e_Fr_3,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,Ch_Fam_2,P,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H C-b,H C-b,H C-b,H C-b,H C-b,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,C-b,C-b,C-b,Ch_Fam_2,C-b,C-b,C-b,C-b,C-b,Q,WL-i,H,C-b,C-b,
4/5/20,"PL, Pos",4,5,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,S,S,H,Q-n,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-o-e_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,H Q-bl,WI-u,WI-u,P WI-i,Q-bl,WI-u,WI-u,WI-u,WI-u,H,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-o,WL-o,WL-o,C-b,C-b,C-b,C-b,H,C-b,C-b,C-b,C-b,
5/5/20,"PL, Pos",4,6,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,WL-u,WL-u,Ch_Fam_1,Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,C-b,C-b,C-b,C-b,H,WI-i,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
6/5/20,"PL, Krk",4,4,6,no,C-b,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_1,WL-a,WL-o,WI-u,WI-u,COV,COV,WI-u,Q WI-i,Q WI-i,Ch-e_Fr_1,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,T C-b,T C-b,Ch_Fam_1,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_3,Ch_Fam_3,H C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,WI-u,ExL,ExL,ExL,WL-o,WL-o,WL-u,C-b,C-b,C-b,C-b,C-b,
7/5/20,"PL, Krk",5,5,6,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_1,Ch_Fam_1,Q-n,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,Ch_Fam_3,Ch_Fam_3,ExL C-b,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,Ch_Fam_1,WL-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,H C-b,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,WL-u,WI-u,WI-u,ExL,ExL,ExL,H,WL-o,C-b,C-b,C-b,C-b,C-b,C-b,
8/5/20,"PL, Krk",5,6,5,no,C-b,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fam_1,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_3,WI-u,WI-u,WI-u,WI-u,H WL-i,WI-u,Ch_Fam_1,ExL_Fam_1,ExL_Fam_1,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,H C-b,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WI-u,WI-u,Ch_Fam_1,ExL,ExL,ExL,WL-a,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
9/5/20,"PL, Krk",5,5,5,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_2,WL-a,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H WL-i,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,H C-b,WI-u,WI-u,WI-u,WI-u,WL-o,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_3,WL-u,WI-u,WL-o,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
10/5/20,"PL, Krk",4,5,5,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-ch,H,H,Q-bl,WI-u,WI-u,WI-u,WI-u,H C-b,WI-u,WI-u,WI-u,WI-u,H Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WL-u,WI-u,Ch_Fam_2,Ch_Fam_2,WI-u,WL-o-e_Fr_5,WL-o-e_Fr_5,ExL,ExL,ExL,Ch_Fam_1,WI-u,WI-u,Ch_Fam_3,Ch_Fam_3,H C-b,WL-a,WL-a,WI-u,Ch_Fam_1,WI-u,WI-u,Ch_Fam_2,ExL,ExL,Ch_Fam_2,Ch_Fam_2,H,C-b,C-b,C-b,C-b,C-b,
11/5/20,"PL, Waw",6,5,6,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,WI-u,H,WL-u,Ch_Fam_1,Ch_Fam_1,T_Fam_1,T_Fam_1,T C-b,T C-b,T C-b,T_Fam_1,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u-e_Fr_1,WI-u-e_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,WI-u,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,WI-i,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,
12/5/20,"PL, Waw",6,6,6,no,Ch_Fr_1,Ch_Fr_1,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,C-b,C-b,C-b,H,C-b,Ch_Fr_1,Ch_Fr_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,WI-i,WI-i,ExL_Fr_1,WL-a,C-d_Fr_1,C-d_Fr_1,
13/5/20,"PL, Waw",5,4,6,no,C-d_Fr_1,C-d_Fr_1,WL-a,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-bl,Q-bl,Ch_Fr_1,Ch_Fr_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,H Q-bl,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,C-b,C-b,H,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,
14/5/20,"PL, Waw",5,5,3,no,C-d_Fr_1,C-d_Fr_1,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Q-n,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,Ch_Fr_1,Ch_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_5,Ch_Fr_5,WI-u,WL-u,Ch-e_Fr_1,Ch-e_Fr_1,ExL,ExL,ExL,ExL,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,C-b,C-b,C-b,H,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,
15/5/20,"PL, Waw",6,5,6,no,C-d_Fr_1,C-d_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,C-b,C-b,H,C-b,C-b,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,ExL_Fr_3,ExL_Fr_3,ExL_Fr_3,WL-o-e_R_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,ExL,ExL,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,H,
16/5/20,"PL, Waw",4,5,5,no,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fr_1,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WL-a,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_3,Ch_Fr_3,Ch_Fr_3,WI-u,WI-u,WI-u,WI-u,Ch_Fr_4,Ch_Fr_4,Ch_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,H,
17/5/20,"PL, Waw",6,6,5,no,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,P-sm,WI-i,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WL-u,WL-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_3,Ch_Fr_3,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H_Fr_1,H_Fr_1,Ch_Fr_4,Ch_Fr_4,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,ExL,ExL,WI-u,WI-u,Ch_Fr_2,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,WI-u,WI-u,WI-u,WI-u,WI-u,H,C-d_Fr_1,C-d_Fr_1,
18/5/20,"PL, Waw",6,6,5,no,C-d_Fr_1,C-d_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-n,C-b,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,ExL,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,H,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,
19/5/20,"PL, Waw",5,5,5,no,C-d_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,C-b,C-b,C-b,Ch_Fr_1,Ch_Fr_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,ExL_Fr_1,ExL_Fr_1,T_Fr_1,T_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_4,Ch_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,
20/5/20,"PL, Waw",5,5,4,no,C-d_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,C-b,C-b,C-b,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,H,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,ExL_Fr_1,ExL_Fr_1,Ch_Fr_3,Ch_Fr_3,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,C-d_Fr_1,
21/5/20,"PL, Waw",5,3,5,no,C-d_Fr_1,C-d_Fr_1,C-d_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,C-b,C-b,C-b,Ch_Fr_1,Ch_Fr_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,WI-u,WI-u,WI-u,H,T_Fam_1,T_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,T C-b_Fam_1,H_Fam_1,T P-sm_Fam_1,T C-b_Fam_1,H,WL-a,Ch_Fam_2,Ch_Fam_2,Ch-e_Fam_2,Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,Ch-e_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,C-d,C-d,C-d,C-d,
22/5/20,"PL, Pos",4,4,3,no,Q,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,H,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,P-sm,WI-u,WI-u,WI-u,WI-u,P-p,P-p,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-bl,Q-bl,C-b,C-b,C-b,C-b,C-b,C-b,Ch_Fam_1,Ch_Fam_1,P-sm,I,I,C-d,C-d,C-d,C-d,C-d,
23/5/20,"PL, Pos",5,5,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,S,S,H,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WL-a,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,P WL-i,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,H,Ch_Fam_1,C-b,C-b,C-b,C-b,
24/5/20,"PL, Pos",4,4,5,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fam,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q,P Q-g,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-ch,Ch_Fam_1,P-sm,WI-u,WI-u,WI-u,WI-u,WL-u,WL-o-e_Fr_4,WL-o-e_Fr_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-g,Q-g,Q-g,Q-g,Ch-e_Fr_1,Ch-e_Fr_1,Ch-e_Fr_1,Ch_Fam_1,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,C-b,C-b,
25/5/20,"PL, Pos",4,5,5,no,C-b,C-b,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam,Ch_Fam,WI-u,WI-u,H,ExL C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,C-b,C-b,C-b,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Ch_Fam_1,Q-g,Q-g,Q-g,Q-g,Q-g,H,C-b,C-b,C-b,
26/5/20,"PL, Pos",5,6,4,no,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fam_1,WL-a,Q-g,Q-g,Q-g,Q-g,Q-g,Q-g,Ch_Fam_1,H,C-b,C-b,C-b,C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,
